order_id,settlement_date,gross_amount,fee,tds,net_amount,settlement_batch_id
ORD1482,2026-07-16,36285.27,725.71,0.0,35559.56,
ORD1483,2026-07-18,4284.36,85.69,0.0,4198.67,
ORD1484,2026-07-16,43722.66,874.45,0.0,42848.21,
ORD1485,2026-07-22,28084.18,561.68,0.0,27522.5,
ORD1486,2026-07-22,29800.41,596.01,0.0,29204.4,
ORD1487,2026-07-18,29714.14,594.28,0.0,29119.86,
ORD1488,2026-07-29,15781.69,315.63,0.0,15466.06,
ORD1490,2026-07-09,30701.42,460.52,0.0,30240.9,
ORD1491,2026-07-24,26268.68,525.37,0.0,25743.31,
ORD1492,2026-07-19,11190.61,279.77,0.0,10910.84,
ORD1493,2026-07-05,10612.38,212.25,0.0,10400.13,
ORD1495,2026-07-09,24119.53,482.39,0.0,23637.14,
ORD1496,2026-07-19,20887.89,417.76,0.0,20470.13,
ORD1497,2026-07-30,18657.17,373.14,0.0,18284.03,
ORD1498,2026-07-06,38924.72,778.49,0.0,38146.23,
ORD1499,2026-07-22,44584.26,891.69,0.0,43692.57,
ORD1500,2026-07-16,37444.38,748.89,0.0,36695.49,
ORD1501,2026-07-08,25554.99,511.1,0.0,25043.89,
ORD1502,2026-07-14,35039.29,700.79,7.01,34331.49,
ORD1503,2026-07-09,2601.38,52.03,0.0,2549.35,
ORD1504,2026-07-25,26946.69,538.93,0.0,26407.76,
ORD1505,2026-07-12,5863.93,117.28,0.0,5746.65,
ORD1506,2026-07-04,28142.08,562.84,0.0,27579.24,
ORD1507,2026-07-26,39249.46,784.99,0.0,38464.47,
ORD1508,2026-07-26,37945.59,758.91,0.0,37186.68,
ORD1509,2026-07-06,11148.85,222.98,0.0,10925.87,
ORD1510,2026-07-25,22259.97,556.5,0.0,21703.47,
ORD1511,2026-07-19,15067.61,301.35,0.0,14766.26,
ORD1512,2026-07-10,16268.76,325.38,0.0,15943.38,
ORD1513,2026-07-05,35707.41,714.15,0.0,34993.26,
ORD1514,2026-07-20,36130.83,722.62,0.0,35408.21,
ORD1515,2026-07-11,39381.64,787.63,0.0,38594.01,
ORD1517,2026-07-21,39455.45,789.11,0.0,38666.34,
ORD1518,2026-07-03,1601.74,32.03,0.0,1569.71,
ORD1519,2026-07-18,22036.64,440.73,0.0,21595.91,
ORD1520,2026-08-04,28108.74,562.17,0.0,27546.57,
ORD1522,2026-07-24,38107.48,762.15,0.0,37345.33,
ORD1523,2026-07-14,15152.62,303.05,0.0,14849.57,
ORD1524,2026-07-06,26720.44,534.41,0.0,26186.03,
ORD1525,2026-07-08,36953.5,739.07,0.0,36214.43,
ORD1526,2026-07-14,42214.85,844.3,0.0,41370.55,
ORD1527,2026-07-12,26272.69,525.45,5.25,25741.99,
ORD1528,2026-07-02,11568.93,231.38,0.0,11337.55,
ORD1529,2026-07-26,30358.35,758.96,0.0,29599.39,
ORD1531,2026-07-05,22750.08,455.0,0.0,22295.08,
ORD1532,2026-08-01,26021.94,520.44,0.0,25501.5,
ORD1533,2026-07-27,4738.72,56.86,0.0,4681.86,
ORD1534,2026-07-27,35739.65,714.79,0.0,35024.86,
ORD1535,2026-07-12,43351.6,867.03,0.0,42484.57,
ORD1536,2026-07-19,38467.55,769.35,0.0,37698.2,
ORD1537,2026-07-28,25007.94,500.16,0.0,24507.78,
ORD1538,2026-07-25,15506.13,387.65,0.0,15118.48,
ORD1539,2026-07-09,36510.19,730.2,0.0,35779.99,
ORD1540,2026-07-07,9638.61,192.77,0.0,9445.84,
ORD1541,2026-07-16,18125.3,217.5,0.0,17907.8,
ORD1542,2026-07-07,13916.28,278.33,0.0,13637.95,
ORD1543,2026-07-04,41494.49,829.89,0.0,40664.6,
ORD1544,2026-07-12,26331.38,526.63,0.0,25804.75,
ORD1545,2026-07-27,31217.48,624.35,0.0,30593.13,
ORD1546,2026-07-13,40510.2,810.2,0.0,39700.0,
ORD1547,2026-08-04,1526.7,30.53,0.0,1496.17,
ORD1548,2026-07-25,1392.92,27.86,0.0,1365.06,
ORD1550,2026-08-01,11257.24,225.14,0.0,11032.1,
ORD1551,2026-07-03,4029.22,80.58,0.0,3948.64,
ORD1552,2026-07-02,8873.87,177.48,0.0,8696.39,
ORD1553,2026-07-02,9944.07,198.88,0.0,9745.19,
ORD1554,2026-07-22,22141.43,442.83,0.0,21698.6,
ORD1555,2026-07-16,35933.66,718.67,0.0,35214.99,
ORD1556,2026-07-27,22499.02,449.98,0.0,22049.04,
ORD1557,2026-07-17,39362.48,787.25,0.0,38575.23,
ORD1559,2026-07-20,29607.12,592.14,5.92,29009.06,
ORD1560,2026-07-15,27821.56,556.43,0.0,27265.13,
ORD1561,2026-07-04,1327.76,26.56,0.0,1301.2,
ORD1562,2026-07-14,36723.77,734.48,0.0,35989.29,
ORD1563,2026-07-20,30766.68,615.33,0.0,30151.35,
ORD1564,2026-07-10,33478.2,669.56,0.0,32808.64,
ORD1565,2026-08-01,1907.68,38.15,0.0,1869.53,
ORD1566,2026-07-11,16580.29,331.61,0.0,16248.68,
ORD1567,2026-07-06,11754.74,235.09,0.0,11519.65,
ORD1568,2026-07-26,43970.08,879.4,0.0,43090.68,
ORD1569,2026-07-14,34168.18,683.36,0.0,33484.82,
ORD1570,2026-07-21,6469.37,97.04,0.0,6372.33,
ORD1571,2026-07-10,42318.76,846.38,0.0,41472.38,
ORD1572,2026-07-07,39252.17,785.04,0.0,38467.13,
ORD1574,2026-07-21,35125.68,702.51,0.0,34423.17,
ORD1575,2026-08-02,28807.59,576.15,0.0,28231.44,
ORD1576,2026-07-08,14910.51,298.21,0.0,14612.3,
ORD1577,2026-07-05,36400.45,728.01,0.0,35672.44,
ORD1578,2026-07-20,17231.64,344.63,0.0,16887.01,
ORD1579,2026-07-02,12173.28,243.47,2.43,11927.38,
ORD1580,2026-07-10,16266.54,325.33,0.0,15941.21,
ORD1581,2026-07-22,12901.34,258.03,0.0,12643.31,
ORD1582,2026-07-21,35691.91,713.84,0.0,34978.07,
ORD1583,2026-07-27,6575.35,131.51,0.0,6443.84,
ORD1585,2026-07-12,30883.41,617.67,0.0,30265.74,
ORD1586,2026-07-27,9836.91,196.74,0.0,9640.17,
ORD1587,2026-07-26,34940.34,698.81,0.0,34241.53,
ORD1588,2026-07-15,38946.53,778.93,0.0,38167.6,
ORD1589,2026-07-06,43857.97,877.16,0.0,42980.81,
ORD1590,2026-07-11,7210.71,108.16,0.0,7102.55,
ORD1591,2026-07-17,30883.25,617.66,0.0,30265.59,
ORD1592,2026-07-13,29076.2,581.52,0.0,28494.68,
ORD1593,2026-07-03,26544.69,530.89,0.0,26013.8,
ORD1595,2026-07-04,6500.01,130.0,0.0,6370.01,
ORD1596,2026-07-24,5166.64,103.33,0.0,5063.31,
ORD1597,2026-07-12,3372.78,67.46,0.0,3305.32,
ORD1598,2026-07-18,43691.16,873.82,8.74,42808.6,
ORD1599,2026-07-02,8464.66,169.29,0.0,8295.37,
ORD1600,2026-07-22,33350.4,667.01,0.0,32683.39,
ORD1601,2026-07-18,16233.98,324.68,0.0,15909.3,
ORD1602,2026-07-13,43686.84,873.74,0.0,42813.1,
ORD1603,2026-07-11,31809.43,636.19,0.0,31173.24,
ORD1604,2026-07-04,9241.87,231.05,0.0,9010.82,
ORD1605,2026-07-11,971.26,19.43,0.0,951.83,
ORD1606,2026-07-20,13055.07,261.1,0.0,12793.97,
ORD1608,2026-07-30,33664.5,673.29,0.0,32991.21,
ORD1609,2026-07-12,24529.86,490.6,0.0,24039.26,
ORD1610,2026-07-14,34362.63,687.25,0.0,33675.38,
ORD1611,2026-07-23,733.67,14.67,0.0,719.0,
ORD1612,2026-07-24,27685.39,553.71,0.0,27131.68,
ORD1613,2026-07-28,9329.72,186.59,0.0,9143.13,
ORD1614,2026-07-28,28127.05,562.54,0.0,27564.51,
ORD1615,2026-07-15,31391.43,627.83,0.0,30763.6,
ORD1616,2026-07-19,30226.58,604.53,6.05,29616.0,
ORD1617,2026-07-19,33706.19,674.12,0.0,33032.07,
ORD1618,2026-07-20,44766.32,895.33,0.0,43870.99,
ORD1619,2026-07-14,32191.7,643.83,0.0,31547.87,
ORD1620,2026-07-04,28486.08,569.72,0.0,27916.36,
ORD1621,2026-07-11,40939.24,1228.18,0.0,39711.06,
ORD1622,2026-07-20,10344.47,206.89,0.0,10137.58,
ORD1623,2026-07-26,24029.36,480.59,0.0,23548.77,
ORD1624,2026-07-18,8026.41,160.53,0.0,7865.88,
ORD1625,2026-07-23,8169.67,163.39,0.0,8006.28,
ORD1627,2026-07-23,42657.57,853.15,0.0,41804.42,
ORD1628,2026-07-14,16598.45,497.95,0.0,16100.5,
ORD1629,2026-07-06,31766.67,635.33,0.0,31131.34,
ORD1630,2026-07-21,30003.69,600.07,0.0,29403.62,
ORD1631,2026-07-24,4416.01,88.32,0.0,4327.69,
ORD1632,2026-07-17,31428.2,628.56,0.0,30799.64,
ORD1633,2026-07-25,36023.53,720.47,0.0,35303.06,
ORD1634,2026-07-03,30768.01,615.36,0.0,30152.65,
ORD1635,2026-07-19,29881.78,597.64,0.0,29284.14,
ORD1637,2026-08-01,1290.62,25.81,0.0,1264.81,
ORD1638,2026-07-20,3069.19,61.38,0.0,3007.81,
ORD1639,2026-07-10,41303.16,826.06,0.0,40477.1,
ORD1640,2026-07-11,37619.29,752.39,0.0,36866.9,
ORD1641,2026-07-30,4453.16,89.06,0.0,4364.1,
ORD1642,2026-07-21,13425.15,268.5,0.0,13156.65,
ORD1643,2026-07-15,16839.26,505.18,0.0,16334.08,
ORD1644,2026-07-23,27531.06,550.62,5.51,26974.93,
ORD1645,2026-07-09,17648.4,352.97,0.0,17295.43,
ORD1646,2026-07-29,32179.37,643.59,0.0,31535.78,
ORD1647,2026-07-23,9539.24,190.78,0.0,9348.46,
ORD1648,2026-07-31,18000.06,360.0,0.0,17640.06,
ORD1649,2026-07-21,35727.71,714.55,0.0,35013.16,
ORD1651,2026-07-25,37861.31,757.23,0.0,37104.08,
ORD1652,2026-07-08,40120.67,802.41,0.0,39318.26,
ORD1653,2026-07-17,6520.01,130.4,0.0,6389.61,
ORD1654,2026-07-25,9410.89,235.27,0.0,9175.62,
ORD1655,2026-07-20,15191.75,303.83,0.0,14887.92,
ORD1656,2026-07-05,4507.32,90.15,0.0,4417.17,
ORD1657,2026-07-05,38242.84,764.86,0.0,37477.98,
ORD1658,2026-07-04,37167.7,743.35,0.0,36424.35,
ORD1660,2026-07-16,36849.8,737.0,0.0,36112.8,
ORD1661,2026-07-08,23560.75,471.22,4.71,23084.82,
ORD1662,2026-07-19,12722.7,254.45,0.0,12468.25,
ORD1664,2026-07-19,39917.99,798.36,0.0,39119.63,
ORD1665,2026-07-12,11559.25,231.19,0.0,11328.06,
ORD1666,2026-07-10,14071.05,281.42,0.0,13789.63,
ORD1667,2026-07-20,29525.25,590.5,0.0,28934.75,
ORD1668,2026-07-25,26478.03,529.56,0.0,25948.47,
ORD1669,2026-07-09,20811.16,416.22,0.0,20394.94,
ORD1670,2026-07-03,24222.01,484.44,0.0,23737.57,
ORD1671,2026-07-11,10276.31,205.53,0.0,10070.78,
ORD1672,2026-07-09,32119.75,642.39,0.0,31477.36,
ORD1673,2026-07-25,20297.2,405.94,0.0,19891.26,
ORD1674,2026-07-07,19800.57,297.01,0.0,19503.56,
ORD1675,2026-07-29,39657.14,793.14,7.93,38856.07,
ORD1676,2026-07-03,41546.73,830.93,0.0,40715.8,
ORD1677,2026-07-09,30486.41,609.73,0.0,29876.68,
ORD1678,2026-07-19,37804.48,756.09,0.0,37048.39,
ORD1679,2026-07-16,4737.97,94.76,0.0,4643.21,
ORD1680,2026-07-16,10457.74,209.15,0.0,10248.59,
ORD1681,2026-07-23,19393.67,387.87,0.0,19005.8,
ORD1683,2026-07-07,37707.65,754.15,0.0,36953.5,
ORD1684,2026-07-24,25445.58,508.91,0.0,24936.67,
ORD1685,2026-07-12,24918.52,373.78,0.0,24544.74,
ORD1686,2026-07-15,43850.74,877.01,0.0,42973.73,
ORD1687,2026-07-06,29014.85,580.3,0.0,28434.55,
ORD1689,2026-07-09,21168.15,423.36,0.0,20744.79,
ORD1690,2026-07-12,30711.35,614.23,0.0,30097.12,
ORD1691,2026-07-28,16155.84,323.12,0.0,15832.72,
ORD1692,2026-07-12,22301.26,267.62,0.0,22033.64,
ORD1693,2026-07-08,22071.07,441.42,0.0,21629.65,
ORD1694,2026-07-08,6717.0,134.34,0.0,6582.66,
ORD1695,2026-07-03,26314.92,526.3,0.0,25788.62,
ORD1696,2026-07-14,9149.68,182.99,0.0,8966.69,
ORD1697,2026-07-04,8153.12,163.06,0.0,7990.06,
ORD1698,2026-07-12,33534.67,670.69,0.0,32863.98,
ORD1699,2026-07-28,37525.18,750.5,0.0,36774.68,
ORD1700,2026-07-05,33739.69,674.79,0.0,33064.9,
ORD1701,2026-07-21,18000.21,360.0,0.0,17640.21,
ORD1702,2026-07-18,26276.11,525.52,0.0,25750.59,
ORD1703,2026-07-15,26220.57,524.41,0.0,25696.16,
ORD1705,2026-07-08,29992.19,599.84,0.0,29392.35,
ORD1706,2026-07-03,37982.18,569.73,0.0,37412.45,
ORD1707,2026-07-10,4683.59,93.67,0.0,4589.92,
ORD1709,2026-07-06,22577.73,451.55,0.0,22126.18,
ORD1710,2026-08-01,21317.71,426.35,0.0,20891.36,
ORD1711,2026-07-11,16827.01,336.54,0.0,16490.47,
ORD1712,2026-07-14,25210.49,504.21,0.0,24706.28,
ORD1714,2026-07-06,1172.46,23.45,0.0,1149.01,
ORD1716,2026-07-27,35701.67,428.42,0.0,35273.25,
ORD1717,2026-07-26,8121.85,162.44,0.0,7959.41,
ORD1718,2026-07-15,18000.4,360.01,0.0,17640.39,
ORD1719,2026-07-11,25856.63,517.13,0.0,25339.5,
ORD1720,2026-07-09,11338.41,226.77,0.0,11111.64,
ORD1721,2026-07-28,11435.89,228.72,0.0,11207.17,
ORD1722,2026-07-22,34892.08,697.84,0.0,34194.24,
ORD1723,2026-07-12,4238.13,84.76,0.0,4153.37,
ORD1724,2026-07-03,14627.78,292.56,0.0,14335.22,
ORD1726,2026-07-03,4418.15,88.36,0.0,4329.79,
ORD1727,2026-07-25,23257.26,465.15,0.0,22792.11,
ORD1728,2026-07-27,15822.21,316.44,0.0,15505.77,
ORD1729,2026-07-08,41657.98,833.16,0.0,40824.82,
ORD1730,2026-07-21,35725.71,714.51,0.0,35011.2,
ORD1731,2026-07-25,35177.08,703.54,0.0,34473.54,
ORD1732,2026-07-30,28319.42,566.39,0.0,27753.03,
ORD1734,2026-07-04,29467.09,589.34,0.0,28877.75,
ORD1735,2026-07-17,30435.97,608.72,0.0,29827.25,
ORD1736,2026-07-10,37365.09,747.3,0.0,36617.79,
ORD1737,2026-07-26,21243.82,424.88,0.0,20818.94,
ORD1738,2026-07-23,35407.15,708.14,0.0,34699.01,
ORD1739,2026-07-25,43261.71,865.23,0.0,42396.48,
ORD1740,2026-07-04,43596.47,871.93,0.0,42724.54,
ORD1741,2026-07-09,9311.6,186.23,0.0,9125.37,
ORD1742,2026-07-18,26087.67,521.75,0.0,25565.92,
ORD1743,2026-07-24,35380.95,707.62,0.0,34673.33,
ORD1744,2026-07-15,42691.19,853.82,0.0,41837.37,
ORD1745,2026-07-24,26971.54,539.43,0.0,26432.11,
ORD1746,2026-07-02,13870.92,277.42,0.0,13593.5,
ORD1747,2026-07-28,21654.58,433.09,0.0,21221.49,
ORD1749,2026-07-16,6989.44,139.79,0.0,6849.65,
ORD1751,2026-07-04,16240.28,324.81,0.0,15915.47,
ORD1752,2026-07-11,15444.13,308.88,0.0,15135.25,
ORD1753,2026-08-05,40085.22,801.7,0.0,39283.52,
ORD1754,2026-07-30,30891.33,617.83,0.0,30273.5,
ORD1755,2026-07-07,17840.31,356.81,0.0,17483.5,
ORD1756,2026-07-08,10476.92,209.54,0.0,10267.38,
ORD1757,2026-07-17,14672.96,220.09,0.0,14452.87,
ORD1758,2026-07-14,23960.1,479.2,0.0,23480.9,
ORD1759,2026-07-06,42552.72,851.05,0.0,41701.67,
ORD1760,2026-07-24,4990.37,99.81,0.0,4890.56,
ORD1761,2026-07-07,41823.23,836.46,0.0,40986.77,
ORD1762,2026-07-24,23385.26,467.71,0.0,22917.55,
ORD1763,2026-07-11,16601.06,332.02,0.0,16269.04,
ORD1764,2026-07-22,22666.19,453.32,0.0,22212.87,
ORD1765,2026-08-02,40019.0,800.38,0.0,39218.62,
ORD1767,2026-07-03,42696.11,853.92,0.0,41842.19,
ORD1768,2026-07-02,42907.41,858.15,0.0,42049.26,
ORD1769,2026-07-08,26645.89,532.92,0.0,26112.97,
ORD1770,2026-07-14,8224.43,164.49,0.0,8059.94,
ORD1771,2026-07-20,1648.29,32.97,0.0,1615.32,
ORD1772,2026-07-23,4252.2,85.04,0.0,4167.16,
ORD1773,2026-07-26,16530.72,330.61,0.0,16200.11,
ORD1774,2026-07-29,26094.76,521.9,0.0,25572.86,
ORD1775,2026-07-06,9434.91,188.7,0.0,9246.21,
ORD1777,2026-07-12,33356.34,667.13,0.0,32689.21,
ORD1778,2026-07-21,13744.64,274.89,0.0,13469.75,
ORD1779,2026-07-25,8827.99,176.56,0.0,8651.43,
ORD1780,2026-07-09,28121.85,562.44,0.0,27559.41,
ORD1781,2026-07-06,30829.23,616.58,0.0,30212.65,
ORD1782,2026-07-13,17655.51,353.11,0.0,17302.4,
ORD1784,2026-07-22,7613.21,152.26,0.0,7460.95,
ORD1785,2026-07-26,24337.73,486.75,0.0,23850.98,
ORD1786,2026-07-15,16641.99,332.84,0.0,16309.15,
ORD1787,2026-07-05,12057.84,241.16,0.0,11816.68,
ORD1788,2026-07-20,37285.76,745.72,0.0,36540.04,
ORD1789,2026-07-21,42326.55,507.92,0.0,41818.63,
ORD1792,2026-07-19,4789.98,95.8,0.0,4694.18,
ORD1793,2026-07-11,7883.48,157.67,0.0,7725.81,
ORD1794,2026-07-27,18470.59,369.41,0.0,18101.18,
ORD1795,2026-07-17,36355.1,545.33,0.0,35809.77,
ORD1796,2026-07-20,33236.85,664.74,0.0,32572.11,
ORD1797,2026-07-12,30844.8,616.9,0.0,30227.9,
ORD1798,2026-08-02,638.3,12.77,0.0,625.53,
ORD1799,2026-07-08,26030.66,520.61,0.0,25510.05,
ORD1391,2026-07-18,10488.96,209.78,0.0,10279.18,BATCH20260700
ORD1050,2026-07-18,25796.11,515.92,0.0,25280.19,BATCH20260700
ORD1558,2026-07-11,37853.53,757.07,0.0,37096.46,BATCH20260700
ORD1516,2026-07-27,8200.21,164.0,0.0,8036.21,BATCH20260701
ORD1143,2026-07-15,17161.15,343.22,0.0,16817.93,BATCH20260701
ORD1682,2026-07-21,5500.85,110.02,0.0,5390.83,BATCH20260701
ORD1790,2026-07-10,30168.65,603.37,0.0,29565.28,BATCH20260701
ORD1222,2026-07-24,44388.24,887.76,0.0,43500.48,BATCH20260702
ORD1626,2026-07-21,6451.57,129.03,0.0,6322.54,BATCH20260702
ORD1210,2026-07-08,15704.75,314.1,0.0,15390.65,BATCH20260702
ORD1594,2026-07-14,7867.79,157.36,0.0,7710.43,BATCH20260702
ORD1750,2026-07-26,40434.89,808.7,0.0,39626.19,BATCH20260702
ORD1521,2026-07-28,31816.3,636.33,0.0,31179.97,BATCH20260703
ORD1573,2026-07-08,25431.9,508.64,0.0,24923.26,BATCH20260703
ORD1416,2026-07-25,32652.72,653.05,0.0,31999.67,BATCH20260703
ORD1187,2026-07-14,9651.03,193.02,0.0,9458.01,BATCH20260703
ORD1489,2026-07-23,7782.3,155.65,0.0,7626.65,BATCH20260704
ORD1419,2026-07-12,5184.08,103.68,0.0,5080.4,BATCH20260704
ORD1307,2026-07-15,40504.8,810.1,0.0,39694.7,BATCH20260704
ORD1020,2026-07-13,5248.15,104.96,0.0,5143.19,BATCH20260704
ORD1650,2026-07-26,39849.68,796.99,0.0,39052.69,BATCH20260704
ORD1715,2026-07-27,14674.37,293.49,0.0,14380.88,BATCH20260705
ORD1688,2026-07-19,25572.01,511.44,0.0,25060.57,BATCH20260705
ORD1415,2026-07-08,16244.82,324.9,0.0,15919.92,BATCH20260705
ORD1188,2026-07-25,12884.84,257.7,0.0,12627.14,BATCH20260705
ORD1098,2026-07-26,33092.24,661.84,0.0,32430.4,BATCH20260705
ORD1791,2026-07-06,6655.14,133.1,0.0,6522.04,BATCH20260706
ORD1733,2026-07-25,26547.93,530.96,0.0,26016.97,BATCH20260706
ORD1530,2026-07-03,36687.51,733.75,0.0,35953.76,BATCH20260706
ORD1153,2026-07-26,2424.65,48.49,0.0,2376.16,BATCH20260706
ORD1329,2026-07-30,14889.79,297.8,0.0,14591.99,BATCH20260706
ORD1636,2026-07-26,28956.29,579.13,0.0,28377.16,BATCH20260706
ORD1776,2026-07-08,40807.9,816.16,0.0,39991.74,BATCH20260707
ORD1110,2026-07-05,26809.37,536.19,0.0,26273.18,BATCH20260707
ORD1310,2026-07-16,20810.12,416.2,0.0,20393.92,BATCH20260707
ORD1708,2026-07-21,32739.25,654.78,0.0,32084.47,BATCH20260707
ORD1171,2026-07-15,29509.68,590.19,0.0,28919.49,BATCH20260708
ORD1725,2026-07-24,39687.79,793.76,0.0,38894.03,BATCH20260708
ORD1444,2026-07-17,27158.69,543.17,0.0,26615.52,BATCH20260708
ORD1073,2026-07-27,44414.53,888.29,0.0,43526.24,BATCH20260708
ORD1327,2026-07-20,35568.37,711.37,0.0,34857.0,BATCH20260709
ORD1159,2026-07-09,4673.98,93.48,0.0,4580.5,BATCH20260709
ORD1607,2026-07-03,21260.77,425.22,0.0,20835.55,BATCH20260709
ORD1305,2026-07-10,35002.56,700.05,0.0,34302.51,BATCH20260709
ORD1748,2026-07-10,2338.89,46.78,0.0,2292.11,BATCH20260709
ORD1228,2026-07-17,34191.86,683.84,0.0,33508.02,BATCH20260709
ORD1184,2026-07-07,36414.36,728.29,0.0,35686.07,
