reference,credit_date,credit_amount
ORD1776,2026-07-20,19016.9
ORD1777,2026-07-18,3818.51
ORD1778,2026-07-09,11876.87
ORD1779,2026-07-17,40127.47
ORD1780,2026-07-18,43031.01
ORD1781,2026-07-05,18516.64
ORD1782,2026-07-24,5991.78
ORD1783,2026-07-10,10154.83
ORD1785,2026-07-19,18737.88
ORD1786,2026-07-27,20115.76
ORD1787,2026-07-29,12960.67
ORD1788,2026-07-16,41801.31
ORD1789,2026-07-27,37995.53
ORD1790,2026-07-10,9820.23
ORD1791,2026-07-13,17032.3
ORD1792,2026-07-13,14892.75
ORD1793,2026-07-06,8158.33
ORD1794,2026-07-16,24166.56
ORD1795,2026-07-24,5020.47
ORD1797,2026-07-20,1604.14
ORD1798,2026-07-24,24939.64
ORD1799,2026-07-21,24727.17
ORD1800,2026-07-14,18648.49
ORD1800,2026-07-14,18648.49
ORD1801,2026-07-02,16504.17
ORD1802,2026-07-19,31223.15
ORD1803,2026-07-05,23707.07
ORD1804,2026-07-06,6751.43
ORD1805,2026-07-17,35142.29
ORD1806,2026-07-19,15323.04
ORD1807,2026-07-15,27497.36
ORD1808,2026-07-29,43203.75
ORD1809,2026-07-07,35290.34
ORD1810,2026-07-16,18439.01
ORD1811,2026-07-08,617.22
ORD1812,2026-07-06,11630.68
ORD1813,2026-07-27,1694.1
ORD1814,2026-07-03,19307.67
ORD1815,2026-07-20,2181.66
ORD1817,2026-07-10,3004.3
ORD1818,2026-07-18,41243.88
ORD1819,2026-07-25,7358.74
ORD1820,2026-07-08,23833.93
ORD1821,2026-07-23,40530.02
ORD1822,2026-07-23,35197.76
ORD1823,2026-07-17,43082.12
ORD1824,2026-07-21,38208.56
ORD1825,2026-07-16,13041.98
ORD1826,2026-07-12,16729.64
ORD1827,2026-07-17,30590.22
ORD1828,2026-07-15,23990.57
ORD1829,2026-07-13,36869.99
ORD1829,2026-07-13,36869.99
ORD1830,2026-07-04,13839.76
ORD1831,2026-07-25,20650.86
ORD1832,2026-07-15,3600.53
ORD1832,2026-07-15,3600.53
ORD1833,2026-07-08,1668.86
ORD1834,2026-07-09,33274.31
ORD1835,2026-07-09,16093.88
ORD1836,2026-07-08,34499.03
ORD1837,2026-07-25,38960.31
ORD1838,2026-07-03,29535.43
ORD1839,2026-07-03,34474.69
ORD1840,2026-07-26,19608.63
ORD1842,2026-07-13,25604.48
ORD1843,2026-07-11,15338.52
ORD1844,2026-07-05,34107.8
ORD1845,2026-07-29,15890.72
ORD1846,2026-08-01,32142.35
ORD1847,2026-07-02,17474.29
ORD1848,2026-07-15,37862.22
ORD1849,2026-07-22,572.85
ORD1850,2026-07-24,26175.13
ORD1851,2026-07-27,10643.73
ORD1852,2026-07-19,17559.61
ORD1853,2026-07-23,6076.1
ORD1853,2026-07-23,6076.1
ORD1854,2026-07-24,13749.34
ORD1854,2026-07-24,13749.34
ORD1856,2026-07-25,41322.09
ORD1857,2026-07-03,37482.38
ORD1858,2026-07-15,41138.71
ORD1859,2026-07-04,4724.8
ORD1860,2026-07-17,1876.76
ORD1861,2026-07-25,5887.87
ORD1863,2026-07-22,38205.39
ORD1864,2026-07-17,12010.92
ORD1864,2026-07-17,12010.92
ORD1865,2026-07-03,37826.26
ORD1866,2026-07-17,13641.64
ORD1867,2026-07-25,43249.44
ORD1868,2026-07-05,32201.79
ORD1869,2026-07-08,756.79
ORD1870,2026-07-14,36032.63
ORD1871,2026-07-23,11118.14
ORD1872,2026-07-16,11969.59
ORD1873,2026-07-07,1325.31
ORD1874,2026-07-23,613.59
ORD1875,2026-07-18,20429.73
ORD1876,2026-07-07,5818.62
ORD1877,2026-07-20,43816.48
ORD1878,2026-07-22,24087.75
ORD1879,2026-07-18,3491.57
ORD1880,2026-07-28,25518.99
ORD1881,2026-07-27,5527.85
ORD1882,2026-07-06,9223.46
ORD1883,2026-07-09,11831.97
ORD1884,2026-07-09,11527.09
ORD1885,2026-07-15,35231.4
ORD1886,2026-07-06,38164.17
ORD1887,2026-07-19,34680.9
ORD1888,2026-07-09,11034.38
ORD1889,2026-07-04,20942.02
ORD1890,2026-07-09,3270.43
ORD1891,2026-07-02,29732.23
ORD1892,2026-07-10,41265.02
ORD1893,2026-07-14,41759.78
ORD1894,2026-07-19,24049.69
ORD1895,2026-07-11,33634.07
ORD1896,2026-07-17,40109.1
ORD1897,2026-07-10,32573.71
ORD1898,2026-07-28,19106.92
ORD1899,2026-07-16,18450.75
ORD1900,2026-07-03,19986.14
ORD1901,2026-07-23,20885.84
ORD1902,2026-07-05,21834.05
ORD1903,2026-07-08,19649.68
ORD1904,2026-07-19,12572.83
ORD1904,2026-07-19,12572.83
ORD1905,2026-07-21,2601.02
ORD1906,2026-07-12,7044.16
ORD1907,2026-07-25,18462.15
ORD1908,2026-07-06,42622.28
ORD1909,2026-07-12,17295.81
ORD1910,2026-07-23,26339.09
ORD1912,2026-07-26,13936.98
ORD1913,2026-07-12,16883.29
ORD1913,2026-07-12,16883.29
ORD1914,2026-07-08,12508.83
ORD1916,2026-07-09,20948.8
ORD1917,2026-07-18,34639.24
ORD1918,2026-07-06,33899.05
ORD1919,2026-07-17,35629.55
ORD1920,2026-07-14,11730.58
ORD1922,2026-07-20,22179.3
ORD1923,2026-07-17,12094.21
ORD1924,2026-07-15,11978.82
ORD1925,2026-08-03,5124.35
ORD1926,2026-07-29,28250.61
ORD1927,2026-07-21,22825.91
ORD1928,2026-07-23,904.56
ORD1930,2026-07-17,3496.06
ORD1931,2026-07-20,7299.4
ORD1932,2026-07-19,42952.54
ORD1933,2026-07-08,2997.87
ORD1934,2026-07-28,8406.45
ORD1935,2026-07-14,1001.37
ORD1936,2026-07-04,23608.86
ORD1937,2026-07-06,7971.97
ORD1938,2026-07-08,34174.64
ORD1939,2026-07-24,30905.41
ORD1941,2026-07-28,14769.21
ORD1943,2026-07-10,11975.45
ORD1944,2026-07-29,15897.87
ORD1944,2026-07-29,15897.87
ORD1945,2026-07-21,21813.9
ORD1946,2026-07-24,6145.01
ORD1947,2026-07-03,3860.86
ORD1948,2026-07-20,12012.16
ORD1949,2026-07-27,15156.36
ORD1949,2026-07-27,15156.36
ORD1950,2026-07-07,26944.77
ORD1950,2026-07-07,26944.77
ORD1951,2026-07-05,4890.05
ORD1952,2026-07-05,32782.06
ORD1953,2026-07-26,35219.07
ORD1954,2026-07-16,21267.25
ORD1955,2026-07-21,20172.02
ORD1956,2026-07-24,19439.98
ORD1957,2026-07-08,2775.58
ORD1958,2026-07-03,31582.72
ORD1960,2026-07-11,5480.29
ORD1961,2026-07-20,38491.62
ORD1962,2026-07-14,14858.75
ORD1963,2026-07-09,13981.0
ORD1964,2026-07-30,39019.15
ORD1964,2026-07-30,39019.15
ORD1965,2026-07-21,19740.69
ORD1966,2026-07-15,16541.3
ORD1967,2026-07-05,9907.22
ORD1968,2026-07-23,28675.41
ORD1969,2026-07-20,31078.06
ORD1970,2026-07-02,23060.32
ORD1971,2026-07-17,2848.26
ORD1972,2026-07-12,15914.1
ORD1973,2026-07-22,1338.36
ORD1974,2026-07-13,40921.82
ORD1975,2026-07-14,1826.36
ORD1976,2026-07-22,27549.75
ORD1977,2026-07-14,20184.4
ORD1978,2026-07-07,15526.87
ORD1979,2026-07-25,37115.13
ORD1980,2026-07-17,42370.95
ORD1981,2026-07-23,6764.39
ORD1982,2026-07-05,3263.99
ORD1983,2026-07-22,25607.94
ORD1984,2026-07-10,39700.54
ORD1985,2026-07-27,5085.79
ORD1986,2026-07-14,21946.92
ORD1987,2026-07-24,40014.72
ORD1988,2026-07-18,24059.27
ORD1989,2026-07-25,10172.71
ORD1990,2026-07-15,31659.54
ORD1991,2026-07-11,21596.59
ORD1992,2026-07-27,12326.9
ORD1993,2026-07-26,28252.77
ORD1994,2026-07-05,21695.24
ORD1995,2026-07-17,35423.62
ORD1996,2026-07-10,30820.72
ORD1997,2026-07-30,5496.5
ORD1998,2026-07-24,6095.76
ORD1999,2026-07-03,11678.68
ORD2000,2026-07-22,11406.86
ORD2001,2026-07-28,5454.43
ORD2002,2026-07-11,36871.27
ORD2002,2026-07-11,36871.27
ORD2003,2026-07-11,572.11
ORD2004,2026-07-27,38675.27
ORD2005,2026-07-19,22754.74
ORD2006,2026-07-03,16095.84
ORD2007,2026-07-17,19737.52
ORD2008,2026-07-26,39822.06
ORD2009,2026-07-05,2803.36
ORD2011,2026-07-10,37767.56
ORD2012,2026-07-05,30214.52
ORD2014,2026-07-19,14732.02
ORD2015,2026-07-18,3797.19
ORD2016,2026-07-02,8995.91
ORD2017,2026-07-19,22898.83
ORD2019,2026-07-14,31745.26
ORD2020,2026-07-29,38524.99
ORD2021,2026-07-05,14681.97
ORD2022,2026-07-20,43833.52
ORD2024,2026-07-13,43769.06
ORD2025,2026-07-20,9675.32
ORD2026,2026-08-02,42231.61
ORD2027,2026-07-08,6870.56
ORD2028,2026-07-27,18203.3
ORD2029,2026-07-15,41266.18
ORD2030,2026-07-23,24471.22
ORD2032,2026-07-13,18033.94
ORD2034,2026-07-26,24413.0
ORD2035,2026-07-26,15634.32
ORD2036,2026-07-08,40927.28
ORD2037,2026-07-13,14334.36
ORD2038,2026-07-24,21935.77
ORD2039,2026-07-10,20401.19
ORD2040,2026-07-16,4235.55
ORD2040,2026-07-16,4235.55
ORD2041,2026-07-07,15803.72
ORD2042,2026-07-28,10583.72
ORD2044,2026-07-28,3683.25
ORD2045,2026-07-30,13607.94
ORD2046,2026-07-29,16383.75
ORD2047,2026-07-22,3726.19
ORD2048,2026-07-30,39925.68
ORD2049,2026-07-18,43699.34
ORD2050,2026-07-29,2545.75
ORD2051,2026-07-30,20534.99
ORD2052,2026-07-30,6142.52
ORD2053,2026-07-22,12220.77
ORD2054,2026-07-07,19015.96
ORD2055,2026-07-11,9316.05
ORD2056,2026-07-21,25875.52
ORD2057,2026-07-29,3731.11
ORD2058,2026-07-03,3979.51
ORD2058,2026-07-03,3979.51
ORD2059,2026-07-14,8574.93
ORD2060,2026-07-27,2607.72
ORD2061,2026-07-04,14950.54
ORD2062,2026-07-18,20900.85
ORD2063,2026-07-25,22525.34
ORD2064,2026-07-24,25766.57
ORD2065,2026-07-11,41479.33
ORD2066,2026-07-19,29588.36
ORD2067,2026-07-06,32559.22
ORD2068,2026-07-14,1454.17
ORD2069,2026-07-19,29276.9
ORD2070,2026-07-06,18354.61
ORD2072,2026-07-06,18199.36
ORD2073,2026-07-09,2346.91
ORD2074,2026-07-15,30567.6
ORD2075,2026-07-21,13370.65
ORD2076,2026-07-14,39477.67
ORD2077,2026-07-17,40082.92
ORD2078,2026-07-13,23643.49
ORD2079,2026-07-29,27615.4
ORD2080,2026-07-11,35185.61
ORD2081,2026-07-04,43468.88
ORD2082,2026-07-18,37408.31
ORD2083,2026-07-04,6334.28
ORD2084,2026-07-19,16189.99
ORD2085,2026-07-24,18671.73
ORD2086,2026-07-24,31531.97
ORD2088,2026-07-21,4517.03
ORD2089,2026-07-14,33162.56
ORD2090,2026-07-06,37920.06
ORD2091,2026-07-13,27116.91
ORD2092,2026-07-16,13667.15
ORD2092,2026-07-16,13667.15
ORD2093,2026-07-03,18790.01
ORD2094,2026-07-16,31287.13
ORD2095,2026-07-27,1007.53
ORD2096,2026-07-27,24291.05
ORD2097,2026-07-04,4492.75
ORD2098,2026-07-29,4408.79
ORD2099,2026-07-18,14619.65
ORD2100,2026-07-16,24850.24
ORD2101,2026-07-24,23165.53
ORD2103,2026-07-15,8580.95
ORD2104,2026-07-03,12825.12
ORD2106,2026-07-10,21171.83
ORD2107,2026-07-12,21318.63
ORD2108,2026-07-25,37524.67
ORD2109,2026-07-27,42149.58
ORD2110,2026-07-03,30873.74
ORD2111,2026-07-08,33291.43
ORD2112,2026-07-09,16082.35
ORD2113,2026-07-07,15709.93
ORD2114,2026-07-07,12660.1
ORD2115,2026-07-19,7341.37
ORD2116,2026-07-06,10088.94
ORD2117,2026-07-22,1538.72
ORD2118,2026-07-09,16193.97
ORD2119,2026-07-24,41509.19
ORD2120,2026-07-09,13602.79
ORD2121,2026-07-22,36032.57
ORD2122,2026-07-13,771.79
ORD2123,2026-07-19,33162.38
ORD2124,2026-07-11,40198.76
ORD2126,2026-07-26,38873.93
ORD2127,2026-07-20,33337.99
ORD2128,2026-07-24,33698.34
ORD2129,2026-07-04,7910.74
ORD2129,2026-07-04,7910.74
ORD2130,2026-07-12,12006.51
ORD2131,2026-07-07,35580.57
ORD2132,2026-07-28,24040.28
ORD2133,2026-07-27,40503.67
ORD2134,2026-07-26,23439.09
ORD2135,2026-07-19,22636.18
ORD2136,2026-07-18,37322.11
ORD2137,2026-07-24,3863.01
ORD2138,2026-07-16,13400.61
ORD2139,2026-07-14,20876.86
ORD2140,2026-07-17,36429.27
ORD2141,2026-07-30,6055.13
ORD2141,2026-07-30,6055.13
ORD2142,2026-07-14,23600.82
ORD2143,2026-07-06,4301.68
ORD2144,2026-07-05,3875.3
ORD2145,2026-07-28,23470.66
ORD2146,2026-07-28,4218.54
ORD2147,2026-07-14,6058.92
ORD2148,2026-07-06,4508.7
ORD2149,2026-07-03,24770.29
ORD2150,2026-07-24,3165.78
ORD2151,2026-07-27,37759.06
ORD2153,2026-07-12,42152.15
ORD2154,2026-07-29,14255.74
ORD2155,2026-07-23,43677.39
ORD2156,2026-07-11,26571.93
ORD2157,2026-07-18,24012.91
ORD2158,2026-07-20,35889.45
ORD2159,2026-07-10,39701.14
ORD2161,2026-07-30,38167.34
ORD2162,2026-07-11,22288.85
ORD2164,2026-07-20,30212.26
ORD2165,2026-07-18,14892.47
ORD2166,2026-07-25,4987.49
ORD2167,2026-07-28,5104.31
ORD2168,2026-07-09,21061.0
ORD2169,2026-07-06,40405.08
ORD2169,2026-07-06,40405.08
ORD2170,2026-07-16,28676.81
ORD2171,2026-07-10,17926.09
ORD2171,2026-07-10,17926.09
ORD2172,2026-07-29,43686.27
ORD2173,2026-07-12,39133.33
ORD2174,2026-07-26,33263.88
ORD2175,2026-07-09,23004.76
ORD2176,2026-07-02,17558.95
ORD2177,2026-07-19,22651.9
ORD2178,2026-07-18,42202.5
ORD2180,2026-07-06,32946.13
ORD2181,2026-07-12,15934.57
ORD2182,2026-07-17,44005.74
ORD2184,2026-07-26,27928.95
ORD2185,2026-07-28,37495.8
ORD2186,2026-07-28,26673.49
ORD2187,2026-07-14,20716.35
ORD2188,2026-07-19,33911.05
ORD2189,2026-07-03,2945.87
ORD2190,2026-07-07,29503.63
ORD2191,2026-07-10,11260.24
ORD2192,2026-07-03,36757.91
ORD2193,2026-07-10,11478.88
ORD2194,2026-07-22,1371.79
ORD2195,2026-07-04,12843.93
ORD2196,2026-07-21,26297.0
ORD2196,2026-07-21,26297.0
ORD2198,2026-07-09,11011.66
ORD2199,2026-07-08,8703.92
ORD2199,2026-07-08,8703.92
ORD2201,2026-07-08,16269.25
ORD2202,2026-07-12,4790.92
ORD2203,2026-07-27,39245.3
ORD2204,2026-07-05,24479.58
ORD2205,2026-07-14,12669.64
ORD2206,2026-07-07,5972.42
ORD2206,2026-07-07,5972.42
ORD2207,2026-07-25,11704.76
ORD2208,2026-07-09,11554.48
ORD2209,2026-07-25,20246.18
ORD2209,2026-07-25,20246.18
ORD2210,2026-07-19,6122.24
ORD2211,2026-07-26,43771.77
ORD2212,2026-07-20,22131.4
ORD2213,2026-07-28,17679.71
ORD2214,2026-07-27,33069.55
ORD2215,2026-07-05,22982.67
ORD2216,2026-07-16,7814.23
ORD2217,2026-07-13,37291.92
ORD2218,2026-07-14,37379.21
ORD2219,2026-07-26,24579.99
ORD2220,2026-07-20,25430.03
ORD2221,2026-07-05,12062.49
ORD2222,2026-07-23,17965.12
ORD2223,2026-07-26,2910.76
ORD2224,2026-07-11,8266.69
ORD2225,2026-07-25,35172.71
ORD2226,2026-07-28,6831.82
ORD2226,2026-07-28,6831.82
ORD2227,2026-07-07,31319.83
ORD2228,2026-07-15,32572.35
ORD2229,2026-07-15,3146.11
ORD2230,2026-07-28,8633.85
ORD2231,2026-07-18,10943.13
ORD2232,2026-07-08,29998.66
ORD2233,2026-07-04,25746.93
ORD2234,2026-07-08,3747.71
ORD2235,2026-07-10,24021.09
ORD2236,2026-07-25,1565.67
ORD2236,2026-07-25,1565.67
ORD2237,2026-07-25,19532.37
ORD2238,2026-07-04,25094.54
ORD2238,2026-07-04,25094.54
ORD2239,2026-07-07,43527.16
ORD2240,2026-07-28,17814.67
ORD2241,2026-07-03,31529.71
ORD2242,2026-07-21,10562.22
ORD2243,2026-07-11,7111.97
ORD2244,2026-07-04,4833.41
ORD2245,2026-07-25,20021.74
ORD2246,2026-07-31,28867.68
ORD2247,2026-07-03,4123.46
ORD2248,2026-07-21,23354.27
ORD2249,2026-07-25,15702.69
ORD2250,2026-07-29,15043.74
ORD2251,2026-07-16,27669.44
ORD2251,2026-07-16,27669.44
ORD2252,2026-07-21,12688.67
ORD2253,2026-07-14,14749.93
ORD2254,2026-07-02,25094.15
ORD2255,2026-07-29,37830.44
ORD2256,2026-07-10,18811.38
ORD2257,2026-07-20,42240.66
ORD2258,2026-07-28,34614.82
ORD2259,2026-07-21,15298.82
ORD2260,2026-07-06,26133.78
ORD2261,2026-07-07,40915.9
ORD2262,2026-07-30,19462.89
ORD2263,2026-07-20,9974.15
ORD2264,2026-07-20,31665.87
ORD2265,2026-07-27,18865.68
ORD2266,2026-07-15,23312.49
ORD2267,2026-07-12,30659.58
ORD2269,2026-07-28,39502.95
ORD2271,2026-07-17,28249.67
ORD2272,2026-07-04,5069.14
ORD2273,2026-07-22,38730.33
ORD2275,2026-07-12,34991.79
ORD2276,2026-07-03,43431.23
ORD2278,2026-07-23,25432.01
ORD2279,2026-07-26,21557.98
ORD2280,2026-07-08,19833.53
ORD2281,2026-07-11,6335.22
ORD2282,2026-07-16,9503.5
ORD2283,2026-07-22,20822.18
ORD2284,2026-07-18,2689.39
ORD2285,2026-07-18,5117.88
ORD2286,2026-07-02,37072.61
ORD2287,2026-07-21,41269.75
ORD2287,2026-07-21,41269.75
ORD2288,2026-07-13,5001.54
ORD2289,2026-07-19,40755.36
ORD2290,2026-07-21,16082.18
ORD2291,2026-07-21,32894.44
ORD2292,2026-07-06,895.33
ORD2293,2026-07-17,11869.23
ORD2294,2026-07-17,31474.77
ORD2295,2026-07-13,34444.15
ORD2297,2026-07-02,8081.68
ORD2298,2026-07-13,20567.49
ORD2299,2026-07-23,33641.57
ORD2300,2026-07-07,19432.79
ORD2301,2026-07-18,23165.56
ORD2301,2026-07-18,23165.56
ORD2302,2026-07-27,28002.74
ORD2303,2026-07-29,20031.66
ORD2304,2026-07-02,11387.22
ORD2305,2026-07-09,42726.03
ORD2306,2026-07-23,2067.35
ORD2307,2026-07-20,10564.74
ORD2308,2026-07-06,7203.31
ORD2309,2026-07-10,40646.13
ORD2310,2026-07-19,5937.79
ORD2311,2026-07-21,1929.99
ORD2312,2026-07-12,30216.57
ORD2313,2026-07-08,10887.2
ORD2314,2026-07-11,33294.61
ORD2315,2026-07-22,28937.1
ORD2316,2026-07-10,9506.83
ORD2317,2026-07-11,17304.91
ORD2318,2026-07-09,26091.71
ORD2319,2026-07-04,11240.91
ORD2320,2026-07-08,10424.12
ORD2321,2026-07-20,14548.0
ORD2322,2026-07-27,12555.07
ORD2323,2026-07-24,31313.44
ORD2324,2026-07-14,15823.16
ORD2325,2026-07-18,28840.99
ORD2326,2026-07-29,7665.15
ORD2327,2026-07-13,5316.86
ORD2328,2026-07-23,14935.88
ORD2329,2026-07-24,12826.08
ORD2330,2026-07-14,26181.73
ORD2331,2026-07-06,16430.61
ORD2332,2026-07-18,19885.29
ORD2333,2026-07-24,1623.17
ORD2334,2026-07-17,6326.61
ORD2335,2026-07-14,20684.66
ORD2337,2026-07-06,40457.11
ORD2338,2026-07-26,38446.34
ORD2339,2026-07-26,13580.51
ORD2340,2026-07-12,32453.17
ORD2341,2026-07-21,14836.55
ORD2342,2026-07-28,10127.86
ORD2344,2026-07-10,37777.96
ORD2345,2026-07-16,31880.33
ORD2346,2026-07-25,23673.06
ORD2346,2026-07-25,23673.06
ORD2347,2026-07-03,15419.87
ORD2348,2026-07-27,505.11
ORD2349,2026-07-17,41133.79
ORD2350,2026-07-28,34668.26
ORD2351,2026-07-27,4471.63
ORD2352,2026-07-28,18995.29
ORD2353,2026-07-21,21620.94
ORD2354,2026-07-21,34347.53
ORD2355,2026-07-03,39704.65
ORD2356,2026-07-30,19386.18
ORD2357,2026-07-19,3288.57
ORD2358,2026-07-26,18124.18
ORD2359,2026-07-15,27470.96
ORD2360,2026-07-26,38216.9
ORD2361,2026-07-19,42998.67
ORD2362,2026-07-15,43243.17
ORD2364,2026-07-12,26602.86
ORD2365,2026-07-28,34603.52
ORD2366,2026-07-10,10515.67
ORD2367,2026-07-19,3803.1
ORD2368,2026-07-22,43545.07
ORD2369,2026-07-14,15384.9
ORD2370,2026-07-06,18456.26
ORD2371,2026-07-09,34967.93
ORD2372,2026-07-29,35772.91
ORD2373,2026-07-27,11422.86
ORD2374,2026-07-25,14122.21
ORD2375,2026-07-27,25575.38
ORD2376,2026-07-12,31922.29
ORD2377,2026-07-25,28793.11
ORD2378,2026-07-23,30893.05
ORD2379,2026-07-19,42727.91
ORD2380,2026-07-21,26498.97
ORD2381,2026-07-21,34865.62
ORD2382,2026-07-30,9821.09
ORD2382,2026-07-30,9821.09
ORD2383,2026-07-11,2117.92
ORD2384,2026-07-13,23558.92
ORD2385,2026-07-12,2151.41
ORD2386,2026-07-23,23819.95
ORD2387,2026-07-15,25766.2
ORD2388,2026-07-29,2585.74
ORD2389,2026-07-10,40858.61
ORD2390,2026-07-14,18349.0
ORD2391,2026-07-30,8968.01
ORD2392,2026-07-19,22508.84
ORD2393,2026-07-29,35056.33
ORD2394,2026-07-13,15151.14
ORD2395,2026-07-05,15962.13
ORD2396,2026-07-09,12876.74
ORD2397,2026-07-21,21702.6
ORD2398,2026-07-23,28133.95
ORD2399,2026-07-10,24922.44
ORD2400,2026-07-17,31950.86
ORD2401,2026-07-04,34534.99
ORD2402,2026-07-27,37340.24
ORD2403,2026-07-21,2759.97
ORD2404,2026-07-26,27068.49
ORD2405,2026-07-31,2637.72
ORD2406,2026-07-04,41841.12
ORD2407,2026-07-22,4810.25
ORD2408,2026-07-16,43360.54
ORD2409,2026-07-09,23887.87
ORD2410,2026-07-30,36156.87
ORD2411,2026-07-16,22506.55
ORD2412,2026-07-09,35911.61
ORD2413,2026-07-04,37765.59
ORD2414,2026-07-26,31718.73
ORD2415,2026-07-07,30669.08
ORD2416,2026-07-06,6433.41
ORD2417,2026-07-16,6991.79
ORD2418,2026-07-26,11545.29
ORD2419,2026-07-02,7070.58
ORD2420,2026-07-17,35678.89
ORD2420,2026-07-17,35678.89
ORD2421,2026-07-21,3620.95
ORD2422,2026-07-25,36977.84
ORD2423,2026-07-12,37518.28
ORD2424,2026-07-19,22008.13
ORD2425,2026-07-10,4828.84
ORD2426,2026-07-19,6620.08
ORD2426,2026-07-19,6620.08
ORD2427,2026-07-08,15859.28
ORD2428,2026-07-16,23081.41
ORD2428,2026-07-16,23081.41
ORD2429,2026-07-12,33542.17
ORD2430,2026-07-19,12269.31
ORD2431,2026-07-04,30471.48
ORD2432,2026-07-11,16359.24
ORD2433,2026-07-13,24826.3
ORD2434,2026-07-19,30641.56
ORD2435,2026-07-29,30496.6
ORD2436,2026-07-14,3430.99
ORD2437,2026-07-12,37464.87
ORD2438,2026-07-26,32499.72
ORD2439,2026-07-11,40346.63
ORD2440,2026-07-02,42828.76
ORD2441,2026-07-23,28890.71
ORD2442,2026-07-07,23538.43
ORD2443,2026-07-08,38093.55
ORD2445,2026-07-04,13741.97
ORD2445,2026-07-04,13741.97
ORD2446,2026-07-08,33173.24
ORD2447,2026-07-09,1890.03
ORD2447,2026-07-09,1890.03
ORD2449,2026-07-14,1048.54
ORD2450,2026-07-16,22537.7
ORD2451,2026-07-20,39811.76
ORD2451,2026-07-20,39811.76
ORD2452,2026-07-25,29220.78
ORD2453,2026-07-24,5352.53
ORD2454,2026-07-18,30335.46
ORD2455,2026-07-25,18409.48
ORD2456,2026-07-07,16443.25
ORD2457,2026-07-06,24446.19
ORD2458,2026-07-13,32179.5
ORD2459,2026-07-25,5163.65
ORD2460,2026-07-09,33741.74
ORD2461,2026-07-22,33660.74
ORD2462,2026-07-29,38361.24
ORD2463,2026-07-15,38831.24
ORD2465,2026-07-06,27506.96
ORD2466,2026-07-15,20181.71
ORD2468,2026-07-08,34754.88
ORD2469,2026-07-12,15646.85
ORD2470,2026-07-29,14511.47
ORD2472,2026-07-27,2856.3
ORD2473,2026-07-16,8660.87
ORD2473,2026-07-16,8660.87
ORD2474,2026-07-06,1076.67
ORD2475,2026-07-15,32665.58
ORD2476,2026-07-20,35161.04
ORD2477,2026-07-14,42826.13
ORD2478,2026-07-06,23556.32
ORD2480,2026-07-29,7156.86
ORD2481,2026-07-26,30563.32
ORD2482,2026-07-24,42182.72
ORD2483,2026-07-11,20473.35
ORD2484,2026-07-11,39691.37
ORD2485,2026-07-07,8181.48
ORD2486,2026-07-31,25338.87
ORD2487,2026-07-17,14868.12
ORD2488,2026-07-23,37551.17
ORD2489,2026-07-18,15523.44
ORD2490,2026-07-20,15861.28
ORD2491,2026-07-27,14807.33
ORD2491,2026-07-27,14807.33
ORD2492,2026-07-05,11510.22
ORD2493,2026-07-16,29878.98
ORD2493,2026-07-16,29878.98
ORD2494,2026-07-21,4799.18
ORD2495,2026-07-12,8995.43
ORD2496,2026-07-10,36145.32
ORD2497,2026-07-08,26648.53
ORD2497,2026-07-08,26648.53
ORD2498,2026-07-03,25556.95
ORD2499,2026-07-16,18082.47
ORD2500,2026-07-11,14270.91
ORD2501,2026-07-10,33099.66
ORD2502,2026-07-03,8230.04
ORD2503,2026-07-30,17392.39
ORD2504,2026-07-05,8463.28
ORD2505,2026-07-10,39604.42
ORD2506,2026-07-27,27780.24
ORD2508,2026-07-17,14612.67
ORD2509,2026-07-08,13535.91
ORD2510,2026-07-27,32543.82
ORD2511,2026-07-24,8639.22
ORD2513,2026-07-28,8165.28
ORD2514,2026-07-16,19858.97
ORD2515,2026-07-25,18136.57
ORD2516,2026-07-12,17973.23
ORD2517,2026-07-03,2224.19
ORD2517,2026-07-03,2224.19
ORD2518,2026-07-06,25797.81
ORD2519,2026-07-30,20787.26
ORD2520,2026-07-22,29585.37
ORD2521,2026-07-06,41482.62
ORD2522,2026-07-03,16384.0
ORD2523,2026-07-06,4971.36
ORD2524,2026-07-20,15982.8
ORD2525,2026-07-26,34648.58
ORD2526,2026-07-09,16094.21
ORD2526,2026-07-09,16094.21
ORD2527,2026-07-26,17530.56
ORD2528,2026-07-28,28751.69
ORD2528,2026-07-28,28751.69
ORD2529,2026-07-16,29636.42
ORD2530,2026-07-10,23607.25
ORD2531,2026-07-14,15499.39
ORD2532,2026-07-12,20836.52
ORD2533,2026-07-16,14398.42
ORD2534,2026-07-07,25199.34
ORD2535,2026-07-19,4322.17
ORD2536,2026-07-20,17731.55
ORD2537,2026-07-05,36763.71
ORD2538,2026-07-16,33764.92
ORD2539,2026-07-13,43297.27
ORD2540,2026-07-13,42144.75
ORD2541,2026-07-22,22322.7
ORD2542,2026-07-09,36721.53
ORD2543,2026-07-28,6306.59
ORD2545,2026-07-25,29908.3
ORD2546,2026-07-06,6057.62
ORD2547,2026-07-16,27915.73
ORD2548,2026-07-05,31742.18
ORD2549,2026-07-17,14522.03
ORD2551,2026-07-15,4525.62
ORD2552,2026-07-12,10636.92
ORD2553,2026-07-10,43984.39
ORD2555,2026-07-23,41707.37
ORD2556,2026-07-29,4094.51
ORD2557,2026-07-12,22109.89
ORD2558,2026-07-23,4130.41
