order_id,true_cause,ledger_amount,settlement_net,bank_credit,refund_amount,settlement_batch_id
ORD1486,duplicate_credit,29800.41,29204.4,29204.4,0.0,
ORD1487,clean,29714.14,29119.86,29119.86,0.0,
ORD1488,duplicate_credit,15781.69,15466.06,15466.06,0.0,
ORD1490,fee_variance,30701.42,30240.9,30240.9,0.0,
ORD1491,clean,26268.68,25743.31,25743.31,0.0,
ORD1492,fee_variance,11190.61,10910.84,10910.84,0.0,
ORD1493,duplicate_entry,10612.38,10400.13,10400.13,0.0,
ORD1494,missing_settlement,38866.73,,,0.0,
ORD1495,rounding,24119.53,23637.14,23636.84,0.0,
ORD1496,rounding,20887.89,20470.13,20469.63,0.0,
ORD1497,clean,18657.17,18284.03,18284.03,0.0,
ORD1498,clean,38924.72,38146.23,38146.23,0.0,
ORD1499,clean,44584.26,43692.57,43692.57,0.0,
ORD1500,duplicate_credit,37444.38,36695.49,36695.49,0.0,
ORD1501,clean,25554.99,25043.89,25043.89,0.0,
ORD1502,tds_deduction,35039.29,34331.49,34331.49,0.0,
ORD1503,clean,2601.38,2549.35,2549.35,0.0,
ORD1504,clean,26946.69,26407.76,26407.76,0.0,
ORD1505,clean,5863.93,5746.65,5746.65,0.0,
ORD1506,duplicate_entry,28142.08,27579.24,27579.24,0.0,
ORD1507,duplicate_entry,39249.46,38464.47,38464.47,0.0,
ORD1508,duplicate_entry,37945.59,37186.68,37186.68,0.0,
ORD1509,clean,11148.85,10925.87,10925.87,0.0,
ORD1510,fee_variance,22259.97,21703.47,21703.47,0.0,
ORD1511,timing_lag,15067.61,14766.26,14766.26,0.0,
ORD1512,timing_lag,16268.76,15943.38,15943.38,0.0,
ORD1513,clean,35707.41,34993.26,34993.26,0.0,
ORD1514,aged_missing_bank,36130.83,35408.21,,0.0,
ORD1515,clean,39381.64,38594.01,38594.01,0.0,
ORD1517,refund_partial,39455.45,38666.34,16258.94,22407.4,
ORD1518,clean,1601.74,1569.71,1569.71,0.0,
ORD1519,timing_lag,22036.64,21595.91,21595.91,0.0,
ORD1520,pending_bank,28108.74,27546.57,,0.0,
ORD1522,timing_lag,38107.48,37345.33,37345.33,0.0,
ORD1523,clean,15152.62,14849.57,14849.57,0.0,
ORD1524,clean,26720.44,26186.03,26186.03,0.0,
ORD1525,refund_partial,36953.5,36214.43,20612.64,15601.79,
ORD1526,clean,42214.85,41370.55,41370.55,0.0,
ORD1527,tds_deduction,26272.69,25741.99,25741.99,0.0,
ORD1528,clean,11568.93,11337.55,11337.55,0.0,
ORD1529,fee_variance,30358.35,29599.39,29599.39,0.0,
ORD1531,clean,22750.08,22295.08,22295.08,0.0,
ORD1532,pending_bank,26021.94,25501.5,,0.0,
ORD1533,fee_variance,4738.72,4681.86,4681.86,0.0,
ORD1534,aged_missing_bank,35739.65,35024.86,,0.0,
ORD1535,duplicate_credit,43351.6,42484.57,42484.57,0.0,
ORD1536,clean,38467.55,37698.2,37698.2,0.0,
ORD1537,aged_missing_bank,25007.94,24507.78,,0.0,
ORD1538,fee_variance,15506.13,15118.48,15118.48,0.0,
ORD1539,clean,36510.19,35779.99,35779.99,0.0,
ORD1540,clean,9638.61,9445.84,9445.84,0.0,
ORD1541,fee_variance,18125.3,17907.8,17907.8,0.0,
ORD1542,timing_lag,13916.28,13637.95,13637.95,0.0,
ORD1543,clean,41494.49,40664.6,40664.6,0.0,
ORD1544,clean,26331.38,25804.75,25804.75,0.0,
ORD1545,clean,31217.48,30593.13,30593.13,0.0,
ORD1546,clean,40510.2,39700.0,39700.0,0.0,
ORD1547,pending_bank,1526.7,1496.17,,0.0,
ORD1548,clean,1392.92,1365.06,1365.06,0.0,
ORD1549,missing_settlement,9415.47,,,0.0,
ORD1550,pending_bank,11257.24,11032.1,,0.0,
ORD1551,clean,4029.22,3948.64,3948.64,0.0,
ORD1552,refund_partial,8873.87,8696.39,4731.21,3965.18,
ORD1553,duplicate_credit,9944.07,9745.19,9745.19,0.0,
ORD1554,refund_partial,22141.43,21698.6,16860.26,4838.34,
ORD1555,clean,35933.66,35214.99,35214.99,0.0,
ORD1556,clean,22499.02,22049.04,22049.04,0.0,
ORD1557,clean,39362.48,38575.23,38575.23,0.0,
ORD1559,tds_deduction,29607.12,29009.06,29009.06,0.0,
ORD1560,clean,27821.56,27265.13,27265.13,0.0,
ORD1561,timing_lag,1327.76,1301.2,1301.2,0.0,
ORD1562,clean,36723.77,35989.29,35989.29,0.0,
ORD1563,clean,30766.68,30151.35,30151.35,0.0,
ORD1564,clean,33478.2,32808.64,32808.64,0.0,
ORD1565,pending_bank,1907.68,1869.53,,0.0,
ORD1566,clean,16580.29,16248.68,16248.68,0.0,
ORD1567,refund_partial,11754.74,11519.65,6195.91,5323.74,
ORD1568,clean,43970.08,43090.68,43090.68,0.0,
ORD1569,clean,34168.18,33484.82,33484.82,0.0,
ORD1570,fee_variance,6469.37,6372.33,6372.33,0.0,
ORD1571,clean,42318.76,41472.38,41472.38,0.0,
ORD1572,clean,39252.17,38467.13,38467.13,0.0,
ORD1574,aged_missing_bank,35125.68,34423.17,,0.0,
ORD1575,pending_bank,28807.59,28231.44,,0.0,
ORD1576,rounding,14910.51,14612.3,14611.8,0.0,
ORD1577,refund_partial,36400.45,35672.44,27682.02,7990.42,
ORD1578,refund_partial,17231.64,16887.01,13302.19,3584.82,
ORD1579,tds_deduction,12173.28,11927.38,11927.38,0.0,
ORD1580,duplicate_credit,16266.54,15941.21,15941.21,0.0,
ORD1581,clean,12901.34,12643.31,12643.31,0.0,
ORD1582,duplicate_credit,35691.91,34978.07,34978.07,0.0,
ORD1583,timing_lag,6575.35,6443.84,6443.84,0.0,
ORD1584,missing_settlement,674.97,,,0.0,
ORD1585,rounding,30883.41,30265.74,30265.24,0.0,
ORD1586,clean,9836.91,9640.17,9640.17,0.0,
ORD1587,clean,34940.34,34241.53,34241.53,0.0,
ORD1588,refund_partial,38946.53,38167.6,18243.8,19923.8,
ORD1589,clean,43857.97,42980.81,42980.81,0.0,
ORD1590,fee_variance,7210.71,7102.55,7102.55,0.0,
ORD1591,clean,30883.25,30265.59,30265.59,0.0,
ORD1592,clean,29076.2,28494.68,28494.68,0.0,
ORD1593,duplicate_credit,26544.69,26013.8,26013.8,0.0,
ORD1595,clean,6500.01,6370.01,6370.01,0.0,
ORD1596,duplicate_entry,5166.64,5063.31,5063.31,0.0,
ORD1597,clean,3372.78,3305.32,3305.32,0.0,
ORD1598,tds_deduction,43691.16,42808.6,42808.6,0.0,
ORD1599,clean,8464.66,8295.37,8295.37,0.0,
ORD1600,clean,33350.4,32683.39,32683.39,0.0,
ORD1601,clean,16233.98,15909.3,15909.3,0.0,
ORD1602,clean,43686.84,42813.1,42813.1,0.0,
ORD1603,refund_partial,31809.43,31173.24,21584.3,9588.94,
ORD1604,fee_variance,9241.87,9010.82,9010.82,0.0,
ORD1605,clean,971.26,951.83,951.83,0.0,
ORD1606,refund_partial,13055.07,12793.97,5207.86,7586.11,
ORD1608,timing_lag,33664.5,32991.21,32991.21,0.0,
ORD1609,clean,24529.86,24039.26,24039.26,0.0,
ORD1610,clean,34362.63,33675.38,33675.38,0.0,
ORD1611,clean,733.67,719.0,719.0,0.0,
ORD1612,clean,27685.39,27131.68,27131.68,0.0,
ORD1613,clean,9329.72,9143.13,9143.13,0.0,
ORD1614,clean,28127.05,27564.51,27564.51,0.0,
ORD1615,clean,31391.43,30763.6,30763.6,0.0,
ORD1616,tds_deduction,30226.58,29616.0,29616.0,0.0,
ORD1617,aged_missing_bank,33706.19,33032.07,,0.0,
ORD1618,duplicate_credit,44766.32,43870.99,43870.99,0.0,
ORD1619,timing_lag,32191.7,31547.87,31547.87,0.0,
ORD1620,timing_lag,28486.08,27916.36,27916.36,0.0,
ORD1621,fee_variance,40939.24,39711.06,39711.06,0.0,
ORD1622,clean,10344.47,10137.58,10137.58,0.0,
ORD1623,clean,24029.36,23548.77,23548.77,0.0,
ORD1624,clean,8026.41,7865.88,7865.88,0.0,
ORD1625,clean,8169.67,8006.28,8006.28,0.0,
ORD1627,clean,42657.57,41804.42,41804.42,0.0,
ORD1628,fee_variance,16598.45,16100.5,16100.5,0.0,
ORD1629,rounding,31766.67,31131.34,31131.74,0.0,
ORD1630,aged_missing_bank,30003.69,29403.62,,0.0,
ORD1631,clean,4416.01,4327.69,4327.69,0.0,
ORD1632,clean,31428.2,30799.64,30799.64,0.0,
ORD1633,clean,36023.53,35303.06,35303.06,0.0,
ORD1634,clean,30768.01,30152.65,30152.65,0.0,
ORD1635,timing_lag,29881.78,29284.14,29284.14,0.0,
ORD1637,pending_bank,1290.62,1264.81,,0.0,
ORD1638,aged_missing_bank,3069.19,3007.81,,0.0,
ORD1639,clean,41303.16,40477.1,40477.1,0.0,
ORD1640,clean,37619.29,36866.9,36866.9,0.0,
ORD1641,duplicate_credit,4453.16,4364.1,4364.1,0.0,
ORD1642,aged_missing_bank,13425.15,13156.65,,0.0,
ORD1643,fee_variance,16839.26,16334.08,16334.08,0.0,
ORD1644,tds_deduction,27531.06,26974.93,26974.93,0.0,
ORD1645,clean,17648.4,17295.43,17295.43,0.0,
ORD1646,clean,32179.37,31535.78,31535.78,0.0,
ORD1647,refund_partial,9539.24,9348.46,4651.65,4696.81,
ORD1648,pending_bank,18000.06,17640.06,,0.0,
ORD1649,aged_missing_bank,35727.71,35013.16,,0.0,
ORD1651,clean,37861.31,37104.08,37104.08,0.0,
ORD1652,clean,40120.67,39318.26,39318.26,0.0,
ORD1653,clean,6520.01,6389.61,6389.61,0.0,
ORD1654,fee_variance,9410.89,9175.62,9175.62,0.0,
ORD1655,duplicate_entry,15191.75,14887.92,14887.92,0.0,
ORD1656,refund_partial,4507.32,4417.17,3354.03,1063.14,
ORD1657,duplicate_credit,38242.84,37477.98,37477.98,0.0,
ORD1658,rounding,37167.7,36424.35,36424.95,0.0,
ORD1659,missing_settlement,2937.64,,,0.0,
ORD1660,timing_lag,36849.8,36112.8,36112.8,0.0,
ORD1661,tds_deduction,23560.75,23084.82,23084.82,0.0,
ORD1662,clean,12722.7,12468.25,12468.25,0.0,
ORD1663,missing_settlement,17575.73,,,0.0,
ORD1664,clean,39917.99,39119.63,39119.63,0.0,
ORD1665,refund_partial,11559.25,11328.06,5180.81,6147.25,
ORD1666,rounding,14071.05,13789.63,13789.33,0.0,
ORD1667,clean,29525.25,28934.75,28934.75,0.0,
ORD1668,clean,26478.03,25948.47,25948.47,0.0,
ORD1669,clean,20811.16,20394.94,20394.94,0.0,
ORD1670,rounding,24222.01,23737.57,23737.07,0.0,
ORD1671,duplicate_entry,10276.31,10070.78,10070.78,0.0,
ORD1672,clean,32119.75,31477.36,31477.36,0.0,
ORD1673,clean,20297.2,19891.26,19891.26,0.0,
ORD1674,fee_variance,19800.57,19503.56,19503.56,0.0,
ORD1675,tds_deduction,39657.14,38856.07,38856.07,0.0,
ORD1676,clean,41546.73,40715.8,40715.8,0.0,
ORD1677,clean,30486.41,29876.68,29876.68,0.0,
ORD1678,rounding,37804.48,37048.39,37047.89,0.0,
ORD1679,clean,4737.97,4643.21,4643.21,0.0,
ORD1680,clean,10457.74,10248.59,10248.59,0.0,
ORD1681,timing_lag,19393.67,19005.8,19005.8,0.0,
ORD1683,rounding,37707.65,36953.5,36953.9,0.0,
ORD1684,aged_missing_bank,25445.58,24936.67,,0.0,
ORD1685,fee_variance,24918.52,24544.74,24544.74,0.0,
ORD1686,clean,43850.74,42973.73,42973.73,0.0,
ORD1687,clean,29014.85,28434.55,28434.55,0.0,
ORD1689,duplicate_credit,21168.15,20744.79,20744.79,0.0,
ORD1690,clean,30711.35,30097.12,30097.12,0.0,
ORD1691,clean,16155.84,15832.72,15832.72,0.0,
ORD1692,fee_variance,22301.26,22033.64,22033.64,0.0,
ORD1693,duplicate_entry,22071.07,21629.65,21629.65,0.0,
ORD1694,timing_lag,6717.0,6582.66,6582.66,0.0,
ORD1695,clean,26314.92,25788.62,25788.62,0.0,
ORD1696,duplicate_entry,9149.68,8966.69,8966.69,0.0,
ORD1697,refund_partial,8153.12,7990.06,4854.63,3135.43,
ORD1698,clean,33534.67,32863.98,32863.98,0.0,
ORD1699,clean,37525.18,36774.68,36774.68,0.0,
ORD1700,clean,33739.69,33064.9,33064.9,0.0,
ORD1701,timing_lag,18000.21,17640.21,17640.21,0.0,
ORD1702,duplicate_entry,26276.11,25750.59,25750.59,0.0,
ORD1703,clean,26220.57,25696.16,25696.16,0.0,
ORD1704,missing_settlement,32879.26,,,0.0,
ORD1705,duplicate_credit,29992.19,29392.35,29392.35,0.0,
ORD1706,fee_variance,37982.18,37412.45,37412.45,0.0,
ORD1707,clean,4683.59,4589.92,4589.92,0.0,
ORD1709,clean,22577.73,22126.18,22126.18,0.0,
ORD1710,pending_bank,21317.71,20891.36,,0.0,
ORD1711,clean,16827.01,16490.47,16490.47,0.0,
ORD1712,clean,25210.49,24706.28,24706.28,0.0,
ORD1713,missing_settlement,39282.96,,,0.0,
ORD1714,clean,1172.46,1149.01,1149.01,0.0,
ORD1716,fee_variance,35701.67,35273.25,35273.25,0.0,
ORD1717,clean,8121.85,7959.41,7959.41,0.0,
ORD1718,clean,18000.4,17640.39,17640.39,0.0,
ORD1719,timing_lag,25856.63,25339.5,25339.5,0.0,
ORD1720,duplicate_entry,11338.41,11111.64,11111.64,0.0,
ORD1721,refund_partial,11435.89,11207.17,8780.94,2426.23,
ORD1722,clean,34892.08,34194.24,34194.24,0.0,
ORD1723,clean,4238.13,4153.37,4153.37,0.0,
ORD1724,clean,14627.78,14335.22,14335.22,0.0,
ORD1726,clean,4418.15,4329.79,4329.79,0.0,
ORD1727,clean,23257.26,22792.11,22792.11,0.0,
ORD1728,clean,15822.21,15505.77,15505.77,0.0,
ORD1729,clean,41657.98,40824.82,40824.82,0.0,
ORD1730,aged_missing_bank,35725.71,35011.2,,0.0,
ORD1731,aged_missing_bank,35177.08,34473.54,,0.0,
ORD1732,duplicate_credit,28319.42,27753.03,27753.03,0.0,
ORD1734,refund_partial,29467.09,28877.75,13822.69,15055.06,
ORD1735,clean,30435.97,29827.25,29827.25,0.0,
ORD1736,clean,37365.09,36617.79,36617.79,0.0,
ORD1737,refund_partial,21243.82,20818.94,13442.17,7376.77,
ORD1738,duplicate_credit,35407.15,34699.01,34699.01,0.0,
ORD1739,clean,43261.71,42396.48,42396.48,0.0,
ORD1740,duplicate_entry,43596.47,42724.54,42724.54,0.0,
ORD1741,clean,9311.6,9125.37,9125.37,0.0,
ORD1742,clean,26087.67,25565.92,25565.92,0.0,
ORD1743,clean,35380.95,34673.33,34673.33,0.0,
ORD1744,clean,42691.19,41837.37,41837.37,0.0,
ORD1745,clean,26971.54,26432.11,26432.11,0.0,
ORD1746,clean,13870.92,13593.5,13593.5,0.0,
ORD1747,clean,21654.58,21221.49,21221.49,0.0,
ORD1749,clean,6989.44,6849.65,6849.65,0.0,
ORD1751,clean,16240.28,15915.47,15915.47,0.0,
ORD1752,clean,15444.13,15135.25,15135.25,0.0,
ORD1753,pending_bank,40085.22,39283.52,,0.0,
ORD1754,pending_bank,30891.33,30273.5,,0.0,
ORD1755,timing_lag,17840.31,17483.5,17483.5,0.0,
ORD1756,clean,10476.92,10267.38,10267.38,0.0,
ORD1757,fee_variance,14672.96,14452.87,14452.87,0.0,
ORD1758,clean,23960.1,23480.9,23480.9,0.0,
ORD1759,refund_partial,42552.72,41701.67,21074.6,20627.07,
ORD1760,clean,4990.37,4890.56,4890.56,0.0,
ORD1761,clean,41823.23,40986.77,40986.77,0.0,
ORD1762,aged_missing_bank,23385.26,22917.55,,0.0,
ORD1763,clean,16601.06,16269.04,16269.04,0.0,
ORD1764,timing_lag,22666.19,22212.87,22212.87,0.0,
ORD1765,pending_bank,40019.0,39218.62,,0.0,
ORD1766,missing_settlement,33922.79,,,0.0,
ORD1767,clean,42696.11,41842.19,41842.19,0.0,
ORD1768,clean,42907.41,42049.26,42049.26,0.0,
ORD1769,clean,26645.89,26112.97,26112.97,0.0,
ORD1770,refund_partial,8224.43,8059.94,5509.22,2550.72,
ORD1771,clean,1648.29,1615.32,1615.32,0.0,
ORD1772,duplicate_credit,4252.2,4167.16,4167.16,0.0,
ORD1773,aged_missing_bank,16530.72,16200.11,,0.0,
ORD1774,clean,26094.76,25572.86,25572.86,0.0,
ORD1775,clean,9434.91,9246.21,9246.21,0.0,
ORD1777,rounding,33356.34,32689.21,32688.71,0.0,
ORD1778,clean,13744.64,13469.75,13469.75,0.0,
ORD1779,duplicate_credit,8827.99,8651.43,8651.43,0.0,
ORD1780,clean,28121.85,27559.41,27559.41,0.0,
ORD1781,clean,30829.23,30212.65,30212.65,0.0,
ORD1782,clean,17655.51,17302.4,17302.4,0.0,
ORD1783,missing_settlement,9576.87,,,0.0,
ORD1784,refund_partial,7613.21,7460.95,5514.92,1946.03,
ORD1785,rounding,24337.73,23850.98,23851.38,0.0,
ORD1786,refund_partial,16641.99,16309.15,7492.99,8816.16,
ORD1787,clean,12057.84,11816.68,11816.68,0.0,
ORD1788,clean,37285.76,36540.04,36540.04,0.0,
ORD1789,fee_variance,42326.55,41818.63,41818.63,0.0,
ORD1792,clean,4789.98,4694.18,4694.18,0.0,
ORD1793,clean,7883.48,7725.81,7725.81,0.0,
ORD1794,timing_lag,18470.59,18101.18,18101.18,0.0,
ORD1795,fee_variance,36355.1,35809.77,35809.77,0.0,
ORD1796,refund_partial,33236.85,32572.11,24317.49,8254.62,
ORD1797,clean,30844.8,30227.9,30227.9,0.0,
ORD1798,pending_bank,638.3,625.53,,0.0,
ORD1799,duplicate_credit,26030.66,25510.05,25510.05,0.0,
ORD1391,batch_settlement,10488.96,10279.18,10279.18,0.0,BATCH20260700
ORD1050,batch_settlement,25796.11,25280.19,25280.19,0.0,BATCH20260700
ORD1558,batch_settlement,37853.53,37096.46,37096.46,0.0,BATCH20260700
ORD1516,batch_settlement,8200.21,8036.21,8036.21,0.0,BATCH20260701
ORD1143,batch_settlement,17161.15,16817.93,16817.93,0.0,BATCH20260701
ORD1682,batch_settlement,5500.85,5390.83,5390.83,0.0,BATCH20260701
ORD1790,batch_settlement,30168.65,29565.28,29565.28,0.0,BATCH20260701
ORD1222,batch_settlement,44388.24,43500.48,43500.48,0.0,BATCH20260702
ORD1626,batch_settlement,6451.57,6322.54,6322.54,0.0,BATCH20260702
ORD1210,batch_settlement,15704.75,15390.65,15390.65,0.0,BATCH20260702
ORD1594,batch_settlement,7867.79,7710.43,7710.43,0.0,BATCH20260702
ORD1750,batch_settlement,40434.89,39626.19,39626.19,0.0,BATCH20260702
ORD1521,batch_settlement,31816.3,31179.97,31179.97,0.0,BATCH20260703
ORD1573,batch_settlement,25431.9,24923.26,24923.26,0.0,BATCH20260703
ORD1416,batch_settlement,32652.72,31999.67,31999.67,0.0,BATCH20260703
ORD1187,batch_settlement,9651.03,9458.01,9458.01,0.0,BATCH20260703
ORD1489,batch_settlement,7782.3,7626.65,7626.65,0.0,BATCH20260704
ORD1419,batch_settlement,5184.08,5080.4,5080.4,0.0,BATCH20260704
ORD1307,batch_settlement,40504.8,39694.7,39694.7,0.0,BATCH20260704
ORD1020,batch_settlement,5248.15,5143.19,5143.19,0.0,BATCH20260704
ORD1650,batch_settlement,39849.68,39052.69,39052.69,0.0,BATCH20260704
ORD1715,batch_settlement,14674.37,14380.88,14380.88,0.0,BATCH20260705
ORD1688,batch_settlement,25572.01,25060.57,25060.57,0.0,BATCH20260705
ORD1415,batch_settlement,16244.82,15919.92,15919.92,0.0,BATCH20260705
ORD1188,batch_settlement,12884.84,12627.14,12627.14,0.0,BATCH20260705
ORD1098,batch_settlement,33092.24,32430.4,32430.4,0.0,BATCH20260705
ORD1791,batch_settlement,6655.14,6522.04,6522.04,0.0,BATCH20260706
ORD1733,batch_settlement,26547.93,26016.97,26016.97,0.0,BATCH20260706
ORD1530,batch_settlement,36687.51,35953.76,35953.76,0.0,BATCH20260706
ORD1153,batch_settlement,2424.65,2376.16,2376.16,0.0,BATCH20260706
ORD1329,batch_settlement,14889.79,14591.99,14591.99,0.0,BATCH20260706
ORD1636,batch_settlement,28956.29,28377.16,28377.16,0.0,BATCH20260706
ORD1776,batch_settlement,40807.9,39991.74,39991.74,0.0,BATCH20260707
ORD1110,batch_settlement,26809.37,26273.18,26273.18,0.0,BATCH20260707
ORD1310,batch_settlement,20810.12,20393.92,20393.92,0.0,BATCH20260707
ORD1708,batch_settlement,32739.25,32084.47,32084.47,0.0,BATCH20260707
ORD1171,batch_settlement,29509.68,28919.49,28919.49,0.0,BATCH20260708
ORD1725,batch_settlement,39687.79,38894.03,38894.03,0.0,BATCH20260708
ORD1444,batch_settlement,27158.69,26615.52,26615.52,0.0,BATCH20260708
ORD1073,batch_settlement,44414.53,43526.24,43526.24,0.0,BATCH20260708
ORD1327,batch_settlement,35568.37,34857.0,34857.0,0.0,BATCH20260709
ORD1159,batch_settlement,4673.98,4580.5,4580.5,0.0,BATCH20260709
ORD1607,batch_settlement,21260.77,20835.55,20835.55,0.0,BATCH20260709
ORD1305,batch_settlement,35002.56,34302.51,34302.51,0.0,BATCH20260709
ORD1748,batch_settlement,2338.89,2292.11,2292.11,0.0,BATCH20260709
ORD1228,batch_settlement,34191.86,33508.02,33508.02,0.0,BATCH20260709
ORD1184,clean,36414.36,35686.07,35686.07,0.0,
